变压器资产ID,产生时间（15秒）,相别,有功电流（A）,有功功率（MW）,无功功率（MW）,负载率（%）,功率因数,开关档位
500KV-BYQ-001,2024-06-01 04:59:00,C,1249.9,439.7,84.2,71.9,0.94,1
500KV-BYQ-002,2024-06-01 04:59:00,A,1206.2,420.7,88.7,71.1,0.91,5
500KV-BYQ-002,2024-06-01 04:59:00,B,1290.0,402.1,79.7,73.0,0.93,5
500KV-BYQ-002,2024-06-01 04:59:00,C,1305.1,433.2,85.3,64.4,0.92,5
500KV-BYQ-003,2024-06-01 04:59:00,A,1268.2,426.7,84.0,71.7,0.92,5
500KV-BYQ-003,2024-06-01 04:59:00,B,1262.9,438.5,92.4,64.6,0.93,5
500KV-BYQ-003,2024-06-01 04:59:00,C,1228.9,412.7,90.3,64.1,0.92,5
500KV-BYQ-001,2024-06-01 05:00:00,A,1188.2,427.8,80.6,69.1,0.91,5
500KV-BYQ-001,2024-06-01 05:00:00,B,1254.7,436.4,84.5,73.4,0.93,5
500KV-BYQ-001,2024-06-01 05:00:00,C,1221.8,455.3,81.9,73.8,0.93,5
500KV-BYQ-002,2024-06-01 05:00:00,A,1214.7,414.3,91.1,69.7,0.9,3
500KV-BYQ-002,2024-06-01 05:00:00,B,1212.1,433.9,95.2,70.7,0.94,3
500KV-BYQ-002,2024-06-01 05:00:00,C,1263.0,430.4,91.4,66.5,0.92,3
500KV-BYQ-003,2024-06-01 05:00:00,A,1253.2,407.2,91.4,68.1,0.95,1
500KV-BYQ-003,2024-06-01 05:00:00,B,1243.4,430.6,92.2,66.3,0.91,1
500KV-BYQ-003,2024-06-01 05:00:00,C,1309.5,443.6,92.0,69.1,0.94,1
500KV-BYQ-001,2024-06-01 05:01:00,A,1249.4,456.6,84.0,68.8,0.9,2
500KV-BYQ-001,2024-06-01 05:01:00,B,1186.4,401.7,82.1,69.8,0.93,2
500KV-BYQ-001,2024-06-01 05:01:00,C,1270.5,414.8,93.3,72.1,0.92,2
500KV-BYQ-002,2024-06-01 05:01:00,A,1265.3,418.2,94.5,66.7,0.95,3
500KV-BYQ-002,2024-06-01 05:01:00,B,1246.5,431.7,90.2,73.1,0.95,3
500KV-BYQ-002,2024-06-01 05:01:00,C,1243.6,406.7,91.6,72.3,0.94,3
500KV-BYQ-003,2024-06-01 05:01:00,A,1236.9,411.0,93.0,75.0,0.92,5
500KV-BYQ-003,2024-06-01 05:01:00,B,1234.0,441.5,93.6,69.1,0.94,5
500KV-BYQ-003,2024-06-01 05:01:00,C,1281.9,404.5,83.0,69.9,0.94,5
500KV-BYQ-001,2024-06-01 05:02:00,A,1233.1,409.1,93.4,67.9,0.94,5
500KV-BYQ-001,2024-06-01 05:02:00,B,1201.3,436.1,87.1,70.5,0.94,5
500KV-BYQ-001,2024-06-01 05:02:00,C,1289.3,427.8,92.0,67.9,0.95,5
500KV-BYQ-002,2024-06-01 05:02:00,A,1236.3,414.1,81.3,72.2,0.95,3
500KV-BYQ-002,2024-06-01 05:02:00,B,1236.6,438.1,81.2,69.4,0.9,3
500KV-BYQ-002,2024-06-01 05:02:00,C,1306.2,440.2,89.0,73.9,0.92,3
500KV-BYQ-003,2024-06-01 05:02:00,A,1247.0,432.4,85.0,70.8,0.95,1
500KV-BYQ-003,2024-06-01 05:02:00,B,1265.1,423.4,87.7,70.4,0.93,1
500KV-BYQ-003,2024-06-01 05:02:00,C,1288.4,430.9,87.2,72.5,0.91,1
500KV-BYQ-001,2024-06-01 05:03:00,A,1198.6,429.1,84.6,69.9,0.91,4
500KV-BYQ-001,2024-06-01 05:03:00,B,1246.8,417.6,89.1,71.1,0.92,4
500KV-BYQ-001,2024-06-01 05:03:00,C,1299.0,445.1,85.7,69.9,0.94,4
500KV-BYQ-002,2024-06-01 05:03:00,A,1273.9,396.2,82.1,70.0,0.93,3
500KV-BYQ-002,2024-06-01 05:03:00,B,1293.2,409.3,86.0,66.8,0.91,3
500KV-BYQ-002,2024-06-01 05:03:00,C,1233.9,442.8,92.9,68.0,0.9,3
500KV-BYQ-003,2024-06-01 05:03:00,A,1229.3,423.0,91.1,66.2,0.94,2
500KV-BYQ-003,2024-06-01 05:03:00,B,1257.5,415.8,91.8,68.3,0.95,2
500KV-BYQ-003,2024-06-01 05:03:00,C,1291.8,411.3,81.0,71.8,0.93,2
500KV-BYQ-001,2024-06-01 05:04:00,A,1183.8,409.9,87.6,73.0,0.93,4
500KV-BYQ-001,2024-06-01 05:04:00,B,1280.3,417.3,83.5,72.8,0.95,4
500KV-BYQ-001,2024-06-01 05:04:00,C,1288.6,452.4,81.5,74.1,0.91,4
500KV-BYQ-002,2024-06-01 05:04:00,A,1232.4,441.9,85.5,72.9,0.93,3
500KV-BYQ-002,2024-06-01 05:04:00,B,1282.9,441.5,89.1,66.9,0.93,3
500KV-BYQ-002,2024-06-01 05:04:00,C,1219.5,401.8,95.6,65.2,0.91,3
500KV-BYQ-003,2024-06-01 05:04:00,A,1280.6,446.3,91.2,72.6,0.91,2
500KV-BYQ-003,2024-06-01 05:04:00,B,1293.9,443.3,87.6,74.1,0.92,2
500KV-BYQ-003,2024-06-01 05:04:00,C,1269.1,417.7,80.7,72.6,0.94,2
500KV-BYQ-001,2024-06-01 05:05:00,A,1200.3,404.0,83.9,69.6,0.94,5
500KV-BYQ-001,2024-06-01 05:05:00,B,1264.0,397.3,84.6,67.1,0.9,5
500KV-BYQ-001,2024-06-01 05:05:00,C,1295.2,403.6,89.8,71.4,0.92,5
500KV-BYQ-002,2024-06-01 05:05:00,A,1253.9,420.0,90.8,72.9,0.92,3
500KV-BYQ-002,2024-06-01 05:05:00,B,1255.2,437.2,92.3,64.7,0.94,3
500KV-BYQ-002,2024-06-01 05:05:00,C,1313.5,394.5,87.5,70.1,0.95,3
500KV-BYQ-003,2024-06-01 05:05:00,A,1296.5,404.0,92.8,71.2,0.94,2
500KV-BYQ-003,2024-06-01 05:05:00,B,1253.8,434.1,84.4,69.7,0.92,2
500KV-BYQ-003,2024-06-01 05:05:00,C,1260.8,440.7,95.9,72.7,0.9,2
500KV-BYQ-001,2024-06-01 05:06:00,A,1236.6,413.8,83.1,70.7,0.91,2
500KV-BYQ-001,2024-06-01 05:06:00,B,1210.7,414.9,84.1,74.1,0.93,2
500KV-BYQ-001,2024-06-01 05:06:00,C,1287.8,406.5,84.5,72.7,0.94,2
500KV-BYQ-002,2024-06-01 05:06:00,A,1259.2,434.4,93.1,72.2,0.91,3
500KV-BYQ-002,2024-06-01 05:06:00,B,1271.1,446.1,82.5,64.2,0.92,3
500KV-BYQ-002,2024-06-01 05:06:00,C,1280.4,449.3,82.2,74.0,0.92,3
500KV-BYQ-003,2024-06-01 05:06:00,A,1255.0,406.2,83.3,73.9,0.94,4
500KV-BYQ-003,2024-06-01 05:06:00,B,1313.5,398.5,85.6,73.0,0.95,4
500KV-BYQ-003,2024-06-01 05:06:00,C,1275.7,439.6,90.8,65.6,0.92,4
500KV-BYQ-001,2024-06-01 05:07:00,A,1198.7,429.3,91.3,65.8,0.94,1
500KV-BYQ-001,2024-06-01 05:07:00,B,1237.2,425.8,92.8,74.7,0.95,1
500KV-BYQ-001,2024-06-01 05:07:00,C,1273.3,455.4,93.8,67.2,0.94,1
500KV-BYQ-002,2024-06-01 05:07:00,A,1279.8,398.8,82.4,73.3,0.93,5
500KV-BYQ-002,2024-06-01 05:07:00,B,1198.3,452.6,85.3,72.7,0.95,5
500KV-BYQ-002,2024-06-01 05:07:00,C,1206.7,423.3,86.3,74.6,0.94,5
500KV-BYQ-003,2024-06-01 05:07:00,A,1235.2,409.2,87.1,70.3,0.94,3
500KV-BYQ-003,2024-06-01 05:07:00,B,1242.9,408.0,91.4,64.9,0.9,3
500KV-BYQ-003,2024-06-01 05:07:00,C,1223.2,403.4,85.2,73.2,0.93,3
500KV-BYQ-001,2024-06-01 05:08:00,A,1260.1,446.4,95.9,74.3,0.93,1
500KV-BYQ-001,2024-06-01 05:08:00,B,1300.7,423.1,91.7,74.4,0.91,1
500KV-BYQ-001,2024-06-01 05:08:00,C,1220.8,399.2,82.6,72.0,0.94,1
500KV-BYQ-002,2024-06-01 05:08:00,A,1234.0,439.3,92.6,65.5,0.9,5
500KV-BYQ-002,2024-06-01 05:08:00,B,1230.4,405.8,89.2,71.6,0.92,5
500KV-BYQ-002,2024-06-01 05:08:00,C,1250.4,422.4,82.1,71.6,0.95,5
500KV-BYQ-003,2024-06-01 05:08:00,A,1278.2,450.7,92.5,75.7,0.92,1
500KV-BYQ-003,2024-06-01 05:08:00,B,1224.8,416.2,89.2,74.6,0.94,1
500KV-BYQ-003,2024-06-01 05:08:00,C,1266.1,442.3,90.2,70.7,0.94,1
500KV-BYQ-001,2024-06-01 05:09:00,A,1277.4,417.9,87.1,68.9,0.9,2
500KV-BYQ-001,2024-06-01 05:09:00,B,1232.0,423.8,91.5,71.4,0.9,2
500KV-BYQ-001,2024-06-01 05:09:00,C,1230.5,437.4,89.0,68.8,0.9,2
500KV-BYQ-002,2024-06-01 05:09:00,A,1221.6,419.6,90.0,72.8,0.91,2
500KV-BYQ-002,2024-06-01 05:09:00,B,1245.3,400.2,92.5,72.2,0.91,2
500KV-BYQ-002,2024-06-01 05:09:00,C,1308.4,426.2,87.6,69.0,0.92,2
500KV-BYQ-003,2024-06-01 05:09:00,A,1268.7,419.5,88.7,69.6,0.92,5
500KV-BYQ-003,2024-06-01 05:09:00,B,1239.7,441.3,89.7,73.7,0.93,5
500KV-BYQ-003,2024-06-01 05:09:00,C,1256.2,436.1,83.5,73.0,0.93,5
500KV-BYQ-001,2024-06-01 05:10:00,A,1301.1,412.0,81.1,69.9,0.92,5
500KV-BYQ-001,2024-06-01 05:10:00,B,1249.6,448.6,84.9,67.2,0.9,5
500KV-BYQ-001,2024-06-01 05:10:00,C,1215.2,405.2,95.0,73.8,0.91,5
500KV-BYQ-002,2024-06-01 05:10:00,A,1268.4,446.7,90.6,72.9,0.92,4
500KV-BYQ-002,2024-06-01 05:10:00,B,1272.1,408.8,79.4,75.6,0.95,4
500KV-BYQ-002,2024-06-01 05:10:00,C,1219.9,437.5,90.7,72.0,0.92,4
500KV-BYQ-003,2024-06-01 05:10:00,A,1206.3,441.6,87.8,68.0,0.91,3
500KV-BYQ-003,2024-06-01 05:10:00,B,1271.9,421.5,85.4,67.3,0.9,3
500KV-BYQ-003,2024-06-01 05:10:00,C,1293.4,397.1,86.4,73.7,0.92,3
500KV-BYQ-001,2024-06-01 05:11:00,A,1196.2,413.5,85.9,67.9,0.91,1
500KV-BYQ-001,2024-06-01 05:11:00,B,1281.7,397.4,95.1,73.0,0.9,1
500KV-BYQ-001,2024-06-01 05:11:00,C,1269.5,438.1,87.4,71.2,0.94,1
500KV-BYQ-002,2024-06-01 05:11:00,A,1229.8,434.9,91.2,64.8,0.92,2
500KV-BYQ-002,2024-06-01 05:11:00,B,1275.5,418.5,92.6,70.9,0.93,2
500KV-BYQ-002,2024-06-01 05:11:00,C,1225.3,418.0,92.8,65.8,0.93,2
500KV-BYQ-003,2024-06-01 05:11:00,A,1234.8,413.3,89.1,68.8,0.91,1
500KV-BYQ-003,2024-06-01 05:11:00,B,1224.9,444.8,91.1,71.7,0.95,1
500KV-BYQ-003,2024-06-01 05:11:00,C,1253.0,423.1,91.2,73.1,0.92,1
500KV-BYQ-001,2024-06-01 05:12:00,A,1195.6,415.3,83.7,66.4,0.91,3
500KV-BYQ-001,2024-06-01 05:12:00,B,1291.1,407.4,84.0,68.6,0.93,3
500KV-BYQ-001,2024-06-01 05:12:00,C,1253.3,395.1,91.8,70.9,0.91,3
500KV-BYQ-002,2024-06-01 05:12:00,A,1224.0,427.2,93.9,74.8,0.9,1
500KV-BYQ-002,2024-06-01 05:12:00,B,1232.1,430.5,93.3,76.1,0.92,1
500KV-BYQ-002,2024-06-01 05:12:00,C,1297.5,430.6,83.9,71.3,0.93,1
500KV-BYQ-003,2024-06-01 05:12:00,A,1242.9,429.8,82.7,69.7,0.92,1
500KV-BYQ-003,2024-06-01 05:12:00,B,1199.1,409.2,93.3,67.7,0.93,1
500KV-BYQ-003,2024-06-01 05:12:00,C,1295.3,444.7,86.5,73.1,0.91,1
500KV-BYQ-001,2024-06-01 05:13:00,A,1225.0,411.2,83.9,68.2,0.92,5
500KV-BYQ-001,2024-06-01 05:13:00,B,1216.2,406.7,87.3,66.0,0.91,5
500KV-BYQ-001,2024-06-01 05:13:00,C,1235.0,429.9,89.7,72.9,0.91,5
500KV-BYQ-002,2024-06-01 05:13:00,A,1282.1,450.1,87.5,69.5,0.9,5
500KV-BYQ-002,2024-06-01 05:13:00,B,1274.3,398.2,94.9,69.5,0.94,5
500KV-BYQ-002,2024-06-01 05:13:00,C,1268.5,446.3,83.4,67.9,0.9,5
500KV-BYQ-003,2024-06-01 05:13:00,A,1282.6,421.7,79.9,72.3,0.94,1
500KV-BYQ-003,2024-06-01 05:13:00,B,1295.7,431.3,90.0,71.0,0.92,1
500KV-BYQ-003,2024-06-01 05:13:00,C,1251.5,449.8,87.5,71.7,0.9,1
500KV-BYQ-001,2024-06-01 05:14:00,A,1212.7,440.7,85.4,70.2,0.93,3
500KV-BYQ-001,2024-06-01 05:14:00,B,1238.5,438.4,89.8,68.1,0.91,3
500KV-BYQ-001,2024-06-01 05:14:00,C,1245.8,426.5,85.2,68.6,0.91,3
500KV-BYQ-002,2024-06-01 05:14:00,A,1255.9,409.2,92.9,69.6,0.94,3
500KV-BYQ-002,2024-06-01 05:14:00,B,1282.0,429.0,85.5,64.9,0.91,3
500KV-BYQ-002,2024-06-01 05:14:00,C,1279.8,418.7,79.8,69.6,0.91,3
500KV-BYQ-003,2024-06-01 05:14:00,A,1270.5,408.3,89.8,69.2,0.95,3
500KV-BYQ-003,2024-06-01 05:14:00,B,1199.3,416.3,91.2,67.3,0.93,3
500KV-BYQ-003,2024-06-01 05:14:00,C,1270.3,408.5,85.8,66.7,0.93,3
500KV-BYQ-001,2024-06-01 05:15:00,A,1269.1,418.2,84.0,66.0,0.91,2
500KV-BYQ-001,2024-06-01 05:15:00,B,1209.0,424.9,85.7,68.3,0.9,2
500KV-BYQ-001,2024-06-01 05:15:00,C,1257.1,448.2,90.3,64.7,0.94,2
500KV-BYQ-002,2024-06-01 05:15:00,A,1295.7,401.7,84.7,74.7,0.94,2
500KV-BYQ-002,2024-06-01 05:15:00,B,1194.2,421.2,83.6,67.3,0.93,2
500KV-BYQ-002,2024-06-01 05:15:00,C,1290.2,427.3,87.0,68.7,0.93,2
500KV-BYQ-003,2024-06-01 05:15:00,A,1304.2,405.5,94.8,67.9,0.93,4
500KV-BYQ-003,2024-06-01 05:15:00,B,1217.1,442.9,87.1,71.2,0.92,4
500KV-BYQ-003,2024-06-01 05:15:00,C,1260.0,404.9,79.0,68.4,0.92,4
500KV-BYQ-001,2024-06-01 05:16:00,A,1253.5,399.1,95.0,74.8,0.92,1
500KV-BYQ-001,2024-06-01 05:16:00,B,1250.1,436.5,81.9,74.1,0.92,1
500KV-BYQ-001,2024-06-01 05:16:00,C,1186.3,408.4,91.5,70.6,0.91,1
500KV-BYQ-002,2024-06-01 05:16:00,A,1249.0,430.3,82.1,67.3,0.91,2
500KV-BYQ-002,2024-06-01 05:16:00,B,1208.0,419.8,82.1,70.3,0.92,2
500KV-BYQ-002,2024-06-01 05:16:00,C,1241.5,423.0,83.7,72.2,0.93,2
500KV-BYQ-003,2024-06-01 05:16:00,A,1232.8,402.4,80.5,74.5,0.92,3
500KV-BYQ-003,2024-06-01 05:16:00,B,1214.2,405.9,94.9,68.3,0.93,3
500KV-BYQ-003,2024-06-01 05:16:00,C,1267.2,415.9,89.9,68.7,0.94,3
500KV-BYQ-001,2024-06-01 05:17:00,A,1239.4,443.3,92.4,70.7,0.93,2
500KV-BYQ-001,2024-06-01 05:17:00,B,1272.0,418.1,89.8,72.6,0.92,2
500KV-BYQ-001,2024-06-01 05:17:00,C,1285.1,405.4,91.9,72.3,0.93,2
500KV-BYQ-002,2024-06-01 05:17:00,A,1268.5,432.7,81.2,66.3,0.92,3
500KV-BYQ-002,2024-06-01 05:17:00,B,1262.4,395.4,90.2,67.2,0.9,3
500KV-BYQ-002,2024-06-01 05:17:00,C,1221.5,411.9,91.2,68.6,0.92,3
500KV-BYQ-003,2024-06-01 05:17:00,A,1268.6,415.6,84.2,68.9,0.92,2
500KV-BYQ-003,2024-06-01 05:17:00,B,1270.7,434.7,90.9,75.9,0.93,2
500KV-BYQ-003,2024-06-01 05:17:00,C,1283.4,422.1,81.7,67.0,0.93,2
500KV-BYQ-001,2024-06-01 05:18:00,A,1304.8,405.3,91.6,73.6,0.95,5
500KV-BYQ-001,2024-06-01 05:18:00,B,1286.0,439.5,82.6,74.4,0.93,5
500KV-BYQ-001,2024-06-01 05:18:00,C,1296.4,424.9,95.1,67.4,0.92,5
500KV-BYQ-002,2024-06-01 05:18:00,A,1224.8,427.4,87.6,71.4,0.93,1
500KV-BYQ-002,2024-06-01 05:18:00,B,1237.8,404.0,87.2,74.5,0.91,1
500KV-BYQ-002,2024-06-01 05:18:00,C,1272.4,428.9,82.7,67.8,0.93,1
500KV-BYQ-003,2024-06-01 05:18:00,A,1260.0,422.1,88.3,68.6,0.95,3
500KV-BYQ-003,2024-06-01 05:18:00,B,1254.3,421.1,91.1,71.4,0.91,3
500KV-BYQ-003,2024-06-01 05:18:00,C,1209.7,397.0,91.6,66.3,0.93,3
500KV-BYQ-001,2024-06-01 05:19:00,A,1214.2,445.4,90.9,67.5,0.94,3
500KV-BYQ-001,2024-06-01 05:19:00,B,1244.3,428.0,85.0,68.8,0.91,3
500KV-BYQ-001,2024-06-01 05:19:00,C,1215.0,416.8,94.7,66.3,0.92,3
500KV-BYQ-002,2024-06-01 05:19:00,A,1188.6,451.6,81.6,66.8,0.92,4
500KV-BYQ-002,2024-06-01 05:19:00,B,1280.3,408.6,83.0,71.8,0.91,4
500KV-BYQ-002,2024-06-01 05:19:00,C,1264.9,433.1,85.8,74.1,0.9,4
500KV-BYQ-003,2024-06-01 05:19:00,A,1232.4,405.8,83.5,70.2,0.93,5
500KV-BYQ-003,2024-06-01 05:19:00,B,1231.4,422.4,92.9,71.0,0.91,5
500KV-BYQ-003,2024-06-01 05:19:00,C,1302.3,445.0,84.9,73.3,0.92,5
500KV-BYQ-001,2024-06-01 05:20:00,A,1301.3,426.9,84.9,65.4,0.91,3
500KV-BYQ-001,2024-06-01 05:20:00,B,1277.7,435.9,90.0,64.6,0.91,3
500KV-BYQ-001,2024-06-01 05:20:00,C,1319.7,442.0,91.6,72.1,0.93,3
500KV-BYQ-002,2024-06-01 05:20:00,A,1287.7,441.8,84.4,69.5,0.93,4
500KV-BYQ-002,2024-06-01 05:20:00,B,1303.5,401.9,82.6,69.3,0.91,4
500KV-BYQ-002,2024-06-01 05:20:00,C,1190.8,418.8,80.3,69.2,0.92,4
500KV-BYQ-003,2024-06-01 05:20:00,A,1279.1,449.1,92.4,71.9,0.93,3
500KV-BYQ-003,2024-06-01 05:20:00,B,1262.2,444.2,91.5,67.5,0.94,3
500KV-BYQ-003,2024-06-01 05:20:00,C,1247.7,410.7,81.9,70.7,0.92,3
500KV-BYQ-001,2024-06-01 05:21:00,A,1286.3,418.6,90.6,70.9,0.94,3
500KV-BYQ-001,2024-06-01 05:21:00,B,1299.5,433.2,91.6,68.2,0.91,3
500KV-BYQ-001,2024-06-01 05:21:00,C,1275.8,431.3,93.7,65.4,0.93,3
500KV-BYQ-002,2024-06-01 05:21:00,A,1269.3,412.8,95.3,71.7,0.94,1
500KV-BYQ-002,2024-06-01 05:21:00,B,1228.4,427.2,86.0,66.2,0.95,1
500KV-BYQ-002,2024-06-01 05:21:00,C,1240.1,399.6,89.2,74.4,0.91,1
500KV-BYQ-003,2024-06-01 05:21:00,A,1271.9,422.5,88.3,67.0,0.9,5
500KV-BYQ-003,2024-06-01 05:21:00,B,1278.5,438.4,87.4,66.4,0.93,5
500KV-BYQ-003,2024-06-01 05:21:00,C,1207.7,438.2,90.7,71.9,0.92,5
500KV-BYQ-001,2024-06-01 05:22:00,A,1304.2,411.9,96.3,71.8,0.94,1
500KV-BYQ-001,2024-06-01 05:22:00,B,1305.5,395.8,94.7,72.2,0.95,1
500KV-BYQ-001,2024-06-01 05:22:00,C,1213.8,425.8,87.0,67.5,0.94,1
500KV-BYQ-002,2024-06-01 05:22:00,A,1251.9,418.4,83.6,66.4,0.9,5
500KV-BYQ-002,2024-06-01 05:22:00,B,1215.5,435.8,84.7,67.2,0.93,5
500KV-BYQ-002,2024-06-01 05:22:00,C,1251.8,409.8,92.7,65.6,0.91,5
500KV-BYQ-003,2024-06-01 05:22:00,A,1229.6,418.5,87.0,68.0,0.9,3
500KV-BYQ-003,2024-06-01 05:22:00,B,1225.7,428.8,84.6,64.3,0.94,3
500KV-BYQ-003,2024-06-01 05:22:00,C,1303.2,416.2,89.5,66.4,0.94,3
500KV-BYQ-001,2024-06-01 05:23:00,A,1254.0,439.1,85.5,71.1,0.92,1
500KV-BYQ-001,2024-06-01 05:23:00,B,1254.0,439.1,88.4,64.9,0.93,1
500KV-BYQ-001,2024-06-01 05:23:00,C,1212.0,399.1,81.9,68.8,0.92,1
500KV-BYQ-002,2024-06-01 05:23:00,A,1223.7,418.1,80.5,72.1,0.92,3
500KV-BYQ-002,2024-06-01 05:23:00,B,1285.5,436.3,88.8,71.3,0.92,3
500KV-BYQ-002,2024-06-01 05:23:00,C,1299.1,444.4,84.9,71.8,0.95,3
500KV-BYQ-003,2024-06-01 05:23:00,A,1273.9,397.2,83.0,72.0,0.95,3
500KV-BYQ-003,2024-06-01 05:23:00,B,1221.8,453.5,80.3,69.8,0.94,3
500KV-BYQ-003,2024-06-01 05:23:00,C,1199.0,430.0,95.8,72.2,0.94,3
500KV-BYQ-001,2024-06-01 05:24:00,A,1245.4,454.7,80.7,68.4,0.93,5
500KV-BYQ-001,2024-06-01 05:24:00,B,1272.7,413.0,85.2,65.5,0.93,5
500KV-BYQ-001,2024-06-01 05:24:00,C,1233.8,409.8,91.4,64.9,0.94,5
500KV-BYQ-002,2024-06-01 05:24:00,A,1301.4,443.3,85.5,69.8,0.93,3
500KV-BYQ-002,2024-06-01 05:24:00,B,1290.5,435.4,92.3,64.9,0.94,3
500KV-BYQ-002,2024-06-01 05:24:00,C,1256.2,439.7,85.5,74.2,0.92,3
500KV-BYQ-003,2024-06-01 05:24:00,A,1220.0,425.7,89.8,73.1,0.95,1
500KV-BYQ-003,2024-06-01 05:24:00,B,1282.4,442.5,95.1,75.8,0.95,1
500KV-BYQ-003,2024-06-01 05:24:00,C,1273.2,423.3,87.6,67.8,0.92,1
500KV-BYQ-001,2024-06-01 05:25:00,A,1238.6,435.0,87.0,70.7,0.91,4
500KV-BYQ-001,2024-06-01 05:25:00,B,1188.5,416.0,96.0,67.1,0.94,4
500KV-BYQ-001,2024-06-01 05:25:00,C,1235.8,400.3,84.5,66.3,0.94,4
500KV-BYQ-002,2024-06-01 05:25:00,A,1204.9,426.8,82.2,74.1,0.95,2
500KV-BYQ-002,2024-06-01 05:25:00,B,1278.4,409.3,94.0,69.4,0.95,2
500KV-BYQ-002,2024-06-01 05:25:00,C,1273.2,423.9,93.7,70.0,0.9,2
500KV-BYQ-003,2024-06-01 05:25:00,A,1286.3,424.0,82.8,67.0,0.92,4
500KV-BYQ-003,2024-06-01 05:25:00,B,1247.7,432.8,87.8,68.3,0.9,4
500KV-BYQ-003,2024-06-01 05:25:00,C,1252.7,423.4,93.4,67.6,0.91,4
500KV-BYQ-001,2024-06-01 05:26:00,A,1241.7,413.5,86.4,68.4,0.93,3
500KV-BYQ-001,2024-06-01 05:26:00,B,1277.7,437.0,88.8,67.6,0.91,3
500KV-BYQ-001,2024-06-01 05:26:00,C,1207.2,406.7,83.4,70.0,0.94,3
500KV-BYQ-002,2024-06-01 05:26:00,A,1229.2,454.7,83.1,68.3,0.92,4
500KV-BYQ-002,2024-06-01 05:26:00,B,1227.2,438.1,90.5,67.4,0.91,4
500KV-BYQ-002,2024-06-01 05:26:00,C,1224.5,434.4,87.6,68.0,0.92,4
500KV-BYQ-003,2024-06-01 05:26:00,A,1187.6,413.0,85.0,67.7,0.93,3
500KV-BYQ-003,2024-06-01 05:26:00,B,1273.7,409.0,92.8,67.7,0.93,3
500KV-BYQ-003,2024-06-01 05:26:00,C,1263.4,397.7,93.9,70.1,0.9,3
500KV-BYQ-001,2024-06-01 05:27:00,A,1245.4,437.9,83.4,73.3,0.91,4
500KV-BYQ-001,2024-06-01 05:27:00,B,1249.2,394.5,82.4,65.1,0.9,4
500KV-BYQ-001,2024-06-01 05:27:00,C,1296.9,426.8,87.1,72.0,0.94,4
500KV-BYQ-002,2024-06-01 05:27:00,A,1271.9,450.0,88.4,68.1,0.91,2
500KV-BYQ-002,2024-06-01 05:27:00,B,1270.1,408.2,85.3,71.0,0.95,2
500KV-BYQ-002,2024-06-01 05:27:00,C,1246.4,401.4,81.4,73.7,0.9,2
500KV-BYQ-003,2024-06-01 05:27:00,A,1257.7,427.9,89.8,67.7,0.91,4
500KV-BYQ-003,2024-06-01 05:27:00,B,1243.7,426.2,95.8,67.7,0.93,4
500KV-BYQ-003,2024-06-01 05:27:00,C,1210.5,408.4,92.4,65.0,0.92,4
500KV-BYQ-001,2024-06-01 05:28:00,A,1266.5,415.5,84.2,69.4,0.93,2
500KV-BYQ-001,2024-06-01 05:28:00,B,1280.3,410.4,88.0,70.5,0.94,2
500KV-BYQ-001,2024-06-01 05:28:00,C,1223.7,439.4,86.6,73.5,0.94,2
500KV-BYQ-002,2024-06-01 05:28:00,A,1223.3,413.5,90.4,67.8,0.94,2
500KV-BYQ-002,2024-06-01 05:28:00,B,1230.5,445.2,96.2,68.6,0.94,2
500KV-BYQ-002,2024-06-01 05:28:00,C,1250.6,418.5,88.1,71.9,0.92,2
500KV-BYQ-003,2024-06-01 05:28:00,A,1271.6,403.9,85.0,75.6,0.94,2
500KV-BYQ-003,2024-06-01 05:28:00,B,1299.4,428.5,87.9,67.3,0.95,2
500KV-BYQ-003,2024-06-01 05:28:00,C,1279.6,416.6,93.7,69.3,0.92,2
500KV-BYQ-001,2024-06-01 05:29:00,A,1219.8,424.4,94.2,66.7,0.92,3
500KV-BYQ-001,2024-06-01 05:29:00,B,1251.8,430.5,84.9,65.3,0.9,3
500KV-BYQ-001,2024-06-01 05:29:00,C,1216.1,422.2,86.6,67.7,0.9,3
500KV-BYQ-002,2024-06-01 05:29:00,A,1207.2,447.2,85.5,67.3,0.95,4
500KV-BYQ-002,2024-06-01 05:29:00,B,1264.2,429.2,87.5,71.0,0.91,4
500KV-BYQ-002,2024-06-01 05:29:00,C,1247.3,432.5,93.5,67.8,0.92,4
500KV-BYQ-003,2024-06-01 05:29:00,A,1272.5,436.9,90.8,70.4,0.92,4
500KV-BYQ-003,2024-06-01 05:29:00,B,1289.9,438.7,82.7,72.0,0.93,4
500KV-BYQ-003,2024-06-01 05:29:00,C,1262.0,406.3,88.2,66.2,0.94,4
500KV-BYQ-001,2024-06-01 05:30:00,A,1310.2,444.2,81.1,66.6,0.94,2
500KV-BYQ-001,2024-06-01 05:30:00,B,1276.2,432.7,84.7,70.4,0.94,2
500KV-BYQ-001,2024-06-01 05:30:00,C,1209.0,449.0,94.3,70.8,0.9,2
500KV-BYQ-002,2024-06-01 05:30:00,A,1279.3,442.7,92.8,66.2,0.93,1
500KV-BYQ-002,2024-06-01 05:30:00,B,1296.4,400.3,82.5,70.5,0.93,1
500KV-BYQ-002,2024-06-01 05:30:00,C,1220.5,413.8,89.9,66.1,0.92,1
500KV-BYQ-003,2024-06-01 05:30:00,A,1202.1,449.7,83.1,73.9,0.91,4
