变压器资产ID,产生时间（yyyy-MM-dd HH:mm:ss）,油温点位1（℃）,油温点位2（℃）
500KV-BYQ-002,2024-07-19 05:00:00,46.7,49.0
500KV-BYQ-003,2024-07-19 05:00:00,60.7,63.4
500KV-BYQ-001,2024-07-19 06:00:00,44.4,46.9
500KV-BYQ-002,2024-07-19 06:00:00,63.6,66.5
500KV-BYQ-003,2024-07-19 06:00:00,43.5,44.6
500KV-BYQ-001,2024-07-19 07:00:00,44.3,45.9
500KV-BYQ-002,2024-07-19 07:00:00,50.0,52.3
500KV-BYQ-003,2024-07-19 07:00:00,63.5,66.4
500KV-BYQ-001,2024-07-19 08:00:00,52.7,55.5
500KV-BYQ-002,2024-07-19 08:00:00,69.2,71.4
500KV-BYQ-003,2024-07-19 08:00:00,55.7,57.3
500KV-BYQ-001,2024-07-19 09:00:00,69.2,71.1
500KV-BYQ-002,2024-07-19 09:00:00,60.4,62.4
500KV-BYQ-003,2024-07-19 09:00:00,48.8,50.8
500KV-BYQ-001,2024-07-19 10:00:00,61.4,62.8
500KV-BYQ-002,2024-07-19 10:00:00,50.6,52.9
500KV-BYQ-003,2024-07-19 10:00:00,70.4,71.4
500KV-BYQ-001,2024-07-19 11:00:00,59.9,61.5
500KV-BYQ-002,2024-07-19 11:00:00,71.4,73
500KV-BYQ-003,2024-07-19 11:00:00,60.5,61.9
500KV-BYQ-001,2024-07-19 12:00:00,57.4,60.1
500KV-BYQ-002,2024-07-19 12:00:00,57.6,59.7
500KV-BYQ-003,2024-07-19 12:00:00,50.2,51.8
500KV-BYQ-001,2024-07-19 13:00:00,64.7,66.9
500KV-BYQ-002,2024-07-19 13:00:00,55.6,56.9
500KV-BYQ-003,2024-07-19 13:00:00,61.2,62.3
500KV-BYQ-001,2024-07-19 14:00:00,46.8,49.2
500KV-BYQ-002,2024-07-19 14:00:00,59.9,61.0
500KV-BYQ-003,2024-07-19 14:00:00,67.3,69.9
500KV-BYQ-001,2024-07-19 15:00:00,67.8,69.8
500KV-BYQ-002,2024-07-19 15:00:00,48.6,50.9
500KV-BYQ-003,2024-07-19 15:00:00,45.4,47.8
500KV-BYQ-001,2024-07-19 16:00:00,54.8,56.7
500KV-BYQ-002,2024-07-19 16:00:00,49.4,51.5
500KV-BYQ-003,2024-07-19 16:00:00,63.5,65.5
500KV-BYQ-001,2024-07-19 17:00:00,61.7,64.3
500KV-BYQ-002,2024-07-19 17:00:00,57.9,59.5
500KV-BYQ-003,2024-07-19 17:00:00,60.7,61.8
500KV-BYQ-001,2024-07-19 18:00:00,48.7,49.9
500KV-BYQ-002,2024-07-19 18:00:00,46.8,48.8
500KV-BYQ-003,2024-07-19 18:00:00,61.8,64.4
500KV-BYQ-001,2024-07-19 19:00:00,45.1,47.8
500KV-BYQ-002,2024-07-19 19:00:00,49.3,51.4
500KV-BYQ-003,2024-07-19 19:00:00,52.4,54.9
500KV-BYQ-001,2024-07-19 20:00:00,53.6,56.0
500KV-BYQ-002,2024-07-19 20:00:00,58.2,59.7
500KV-BYQ-003,2024-07-19 20:00:00,55.9,58.7
500KV-BYQ-001,2024-07-19 21:00:00,68.1,69.9
500KV-BYQ-002,2024-07-19 21:00:00,52.1,54.4
500KV-BYQ-003,2024-07-19 21:00:00,54.0,55.6
500KV-BYQ-001,2024-07-19 22:00:00,60.7,63.2
500KV-BYQ-002,2024-07-19 22:00:00,48.6,51.5
500KV-BYQ-003,2024-07-19 22:00:00,66.5,68.3
500KV-BYQ-001,2024-07-19 23:00:00,52.8,54.8
500KV-BYQ-002,2024-07-19 23:00:00,52.9,55.0
500KV-BYQ-003,2024-07-19 23:00:00,61.2,64.1
500KV-BYQ-001,2024-07-20 00:00:00,47.5,49.8
500KV-BYQ-002,2024-07-20 00:00:00,64.0,65.1
500KV-BYQ-003,2024-07-20 00:00:00,62.0,64.1
500KV-BYQ-001,2024-07-20 01:00:00,45.8,48.6
500KV-BYQ-002,2024-07-20 01:00:00,62.6,63.7
500KV-BYQ-003,2024-07-20 01:00:00,47.1,49.4
500KV-BYQ-001,2024-07-20 02:00:00,47.6,49.6
500KV-BYQ-002,2024-07-20 02:00:00,57.1,58.6
500KV-BYQ-003,2024-07-20 02:00:00,56.8,58.3
500KV-BYQ-001,2024-07-20 03:00:00,61.3,63.6
500KV-BYQ-002,2024-07-20 03:00:00,45.4,46.6
500KV-BYQ-003,2024-07-20 03:00:00,54.6,56.1
500KV-BYQ-001,2024-07-20 04:00:00,52.3,54.3
500KV-BYQ-002,2024-07-20 04:00:00,53.4,54.9
500KV-BYQ-003,2024-07-20 04:00:00,66.4,68.5
500KV-BYQ-001,2024-07-20 05:00:00,53.3,55.3
500KV-BYQ-002,2024-07-20 05:00:00,54.3,56.1
500KV-BYQ-003,2024-07-20 05:00:00,61.0,63.6
500KV-BYQ-001,2024-07-20 06:00:00,56.6,58.5
500KV-BYQ-002,2024-07-20 06:00:00,49.9,51.6
500KV-BYQ-003,2024-07-20 06:00:00,43.5,45.6
500KV-BYQ-001,2024-07-20 07:00:00,48.3,51.1
500KV-BYQ-002,2024-07-20 07:00:00,47.7,50.3
500KV-BYQ-003,2024-07-20 07:00:00,59.9,61.4
500KV-BYQ-001,2024-07-20 08:00:00,53.7,55.5
500KV-BYQ-002,2024-07-20 08:00:00,51.6,53.1
500KV-BYQ-003,2024-07-20 08:00:00,53.3,55.6
500KV-BYQ-001,2024-07-20 09:00:00,52.6,55.5
500KV-BYQ-002,2024-07-20 09:00:00,55.3,57.6
500KV-BYQ-003,2024-07-20 09:00:00,65.1,66.5
500KV-BYQ-001,2024-07-20 10:00:00,56.3,58.6
500KV-BYQ-002,2024-07-20 10:00:00,53.2,55.4
500KV-BYQ-003,2024-07-20 10:00:00,70.6,72.5
500KV-BYQ-001,2024-07-20 11:00:00,64.7,66.0
500KV-BYQ-002,2024-07-20 11:00:00,47.9,50.7
500KV-BYQ-003,2024-07-20 11:00:00,69.7,71.6
500KV-BYQ-001,2024-07-20 12:00:00,58.1,60.3
500KV-BYQ-002,2024-07-20 12:00:00,64.4,66.0
500KV-BYQ-003,2024-07-20 12:00:00,68.0,69.6
500KV-BYQ-001,2024-07-20 13:00:00,47.9,49.5
500KV-BYQ-002,2024-07-20 13:00:00,61.9,64.7
500KV-BYQ-003,2024-07-20 13:00:00,48.5,50.4
500KV-BYQ-001,2024-07-20 14:00:00,57.7,59.6
500KV-BYQ-002,2024-07-20 14:00:00,62.9,64.6
500KV-BYQ-003,2024-07-20 14:00:00,55.2,58.1
500KV-BYQ-001,2024-07-20 15:00:00,69.5,72.2
500KV-BYQ-002,2024-07-20 15:00:00,57.4,60.1
500KV-BYQ-003,2024-07-20 15:00:00,62.5,64.1
500KV-BYQ-001,2024-07-20 16:00:00,59.9,61.2
500KV-BYQ-002,2024-07-20 16:00:00,58.3,60.3
500KV-BYQ-003,2024-07-20 16:00:00,69.2,70.5
500KV-BYQ-001,2024-07-20 17:00:00,63.1,64.6
500KV-BYQ-002,2024-07-20 17:00:00,67.9,68.9
500KV-BYQ-003,2024-07-20 17:00:00,57.2,59.4
500KV-BYQ-001,2024-07-20 18:00:00,63.6,66.2
500KV-BYQ-002,2024-07-20 18:00:00,66.6,67.6
500KV-BYQ-003,2024-07-20 18:00:00,50.2,51.3
500KV-BYQ-001,2024-07-20 19:00:00,49.8,51.5
500KV-BYQ-002,2024-07-20 19:00:00,60.5,63.3
500KV-BYQ-003,2024-07-20 19:00:00,62.6,65.4
500KV-BYQ-001,2024-07-20 20:00:00,61.3,64.3
500KV-BYQ-002,2024-07-20 20:00:00,65.2,68.1
500KV-BYQ-003,2024-07-20 20:00:00,45.7,47.5
500KV-BYQ-001,2024-07-20 21:00:00,55.3,57.7
500KV-BYQ-002,2024-07-20 21:00:00,51.2,53.9
500KV-BYQ-003,2024-07-20 21:00:00,61.4,64.2
500KV-BYQ-001,2024-07-20 22:00:00,55.6,57.4
500KV-BYQ-002,2024-07-20 22:00:00,64.6,67.4
500KV-BYQ-003,2024-07-20 22:00:00,65.6,67.7
500KV-BYQ-001,2024-07-20 23:00:00,49.3,51.8
500KV-BYQ-002,2024-07-20 23:00:00,52.4,55.1
500KV-BYQ-003,2024-07-20 23:00:00,43.8,45.6
500KV-BYQ-001,2024-07-21 00:00:00,51.2,53.7
500KV-BYQ-002,2024-07-21 00:00:00,55.4,58.3
500KV-BYQ-003,2024-07-21 00:00:00,58.8,61.5
500KV-BYQ-001,2024-07-21 01:00:00,51.6,53.1
500KV-BYQ-002,2024-07-21 01:00:00,63.8,65.0
500KV-BYQ-003,2024-07-21 01:00:00,48.6,51.6
500KV-BYQ-001,2024-07-21 02:00:00,50.3,52.1
500KV-BYQ-002,2024-07-21 02:00:00,55.8,56.8
500KV-BYQ-003,2024-07-21 02:00:00,61.5,63.3
500KV-BYQ-001,2024-07-21 03:00:00,51.0,52.4
500KV-BYQ-002,2024-07-21 03:00:00,46.9,49.2
500KV-BYQ-003,2024-07-21 03:00:00,49.7,51.8
500KV-BYQ-001,2024-07-21 04:00:00,56.2,58.8
500KV-BYQ-002,2024-07-21 04:00:00,57.7,60.2
500KV-BYQ-003,2024-07-21 04:00:00,55.4,57.4
500KV-BYQ-001,2024-07-21 05:00:00,55.8,57.1
500KV-BYQ-002,2024-07-21 05:00:00,56.4,59.2
500KV-BYQ-003,2024-07-21 05:00:00,60.0,62.5
500KV-BYQ-001,2024-07-21 06:00:00,48.0,50.1
500KV-BYQ-002,2024-07-21 06:00:00,64.4,65.6
500KV-BYQ-003,2024-07-21 06:00:00,46.0,47.2
500KV-BYQ-001,2024-07-21 07:00:00,46.1,48.7
500KV-BYQ-002,2024-07-21 07:00:00,51.3,53.3
500KV-BYQ-003,2024-07-21 07:00:00,48.7,50.2
500KV-BYQ-001,2024-07-21 08:00:00,52.9,54.6
500KV-BYQ-002,2024-07-21 08:00:00,61.5,63.1
500KV-BYQ-003,2024-07-21 08:00:00,54.2,57.1
500KV-BYQ-001,2024-07-21 09:00:00,51.8,53.4
500KV-BYQ-002,2024-07-21 09:00:00,49.1,50.4
500KV-BYQ-003,2024-07-21 09:00:00,69.0,71.9
500KV-BYQ-001,2024-07-21 10:00:00,66.4,68.0
500KV-BYQ-002,2024-07-21 10:00:00,69.5,70.8
500KV-BYQ-003,2024-07-21 10:00:00,60.7,62.1
500KV-BYQ-001,2024-07-21 11:00:00,61.1,63.1
500KV-BYQ-002,2024-07-21 11:00:00,66.1,67.4
500KV-BYQ-003,2024-07-21 11:00:00,48.0,50.8
500KV-BYQ-001,2024-07-21 12:00:00,57.8,60.4
500KV-BYQ-002,2024-07-21 12:00:00,66.1,68.2
500KV-BYQ-003,2024-07-21 12:00:00,54.9,56.2
500KV-BYQ-001,2024-07-21 13:00:00,47.1,48.9
500KV-BYQ-002,2024-07-21 13:00:00,61.4,63.9
500KV-BYQ-003,2024-07-21 13:00:00,68.0,70.1
500KV-BYQ-001,2024-07-21 14:00:00,58.3,60.6
500KV-BYQ-002,2024-07-21 14:00:00,58.4,60.5
500KV-BYQ-003,2024-07-21 14:00:00,51.5,52.8
500KV-BYQ-001,2024-07-21 15:00:00,68.4,69.6
500KV-BYQ-002,2024-07-21 15:00:00,59.0,60.4
500KV-BYQ-003,2024-07-21 15:00:00,47.4,49.5
500KV-BYQ-001,2024-07-21 16:00:00,65.9,67.3
500KV-BYQ-002,2024-07-21 16:00:00,60.2,62.1
500KV-BYQ-003,2024-07-21 16:00:00,66.2,67.8
500KV-BYQ-001,2024-07-21 17:00:00,54.2,56.1
500KV-BYQ-002,2024-07-21 17:00:00,51.3,52.9
500KV-BYQ-003,2024-07-21 17:00:00,55.5,56.5
500KV-BYQ-001,2024-07-21 18:00:00,48.4,50.0
500KV-BYQ-002,2024-07-21 18:00:00,46.0,48.3
500KV-BYQ-003,2024-07-21 18:00:00,66.5,67.6
500KV-BYQ-001,2024-07-21 19:00:00,60.4,61.7
500KV-BYQ-002,2024-07-21 19:00:00,54.0,55.6
500KV-BYQ-003,2024-07-21 19:00:00,67.1,69.7
500KV-BYQ-001,2024-07-21 20:00:00,47.6,50.2
500KV-BYQ-002,2024-07-21 20:00:00,69.3,71.3
500KV-BYQ-003,2024-07-21 20:00:00,49.5,50.8
500KV-BYQ-001,2024-07-21 21:00:00,64.9,67.6
500KV-BYQ-002,2024-07-21 21:00:00,65.2,66.8
500KV-BYQ-003,2024-07-21 21:00:00,50.1,52.1
500KV-BYQ-001,2024-07-21 22:00:00,58.0,60.4
500KV-BYQ-002,2024-07-21 22:00:00,67.0,69.4
500KV-BYQ-003,2024-07-21 22:00:00,51.0,53.4
500KV-BYQ-001,2024-07-21 23:00:00,43.2,46.1
500KV-BYQ-002,2024-07-21 23:00:00,58.3,61.2
500KV-BYQ-003,2024-07-21 23:00:00,64.3,66.0
500KV-BYQ-001,2024-07-22 00:00:00,60.6,62.2
500KV-BYQ-002,2024-07-22 00:00:00,56.5,58.2
500KV-BYQ-003,2024-07-22 00:00:00,48.1,49.6
500KV-BYQ-001,2024-07-22 01:00:00,63.3,64.6
500KV-BYQ-002,2024-07-22 01:00:00,48.6,50.7
500KV-BYQ-003,2024-07-22 01:00:00,61.2,63.0
500KV-BYQ-001,2024-07-22 02:00:00,60.3,62.1
500KV-BYQ-002,2024-07-22 02:00:00,53.7,55.5
500KV-BYQ-003,2024-07-22 02:00:00,65.5,67.9
500KV-BYQ-001,2024-07-22 03:00:00,47.5,49.6
500KV-BYQ-002,2024-07-22 03:00:00,56.3,58.3
500KV-BYQ-003,2024-07-22 03:00:00,65.1,66.9
500KV-BYQ-001,2024-07-22 04:00:00,58.4,59.6
500KV-BYQ-002,2024-07-22 04:00:00,46.5,48.7
500KV-BYQ-003,2024-07-22 04:00:00,58.1,61.0
500KV-BYQ-001,2024-07-22 05:00:00,65.4,67.4
500KV-BYQ-002,2024-07-22 05:00:00,46.8,48.0
500KV-BYQ-003,2024-07-22 05:00:00,49.4,51.3
500KV-BYQ-001,2024-07-22 06:00:00,64.8,67.6
500KV-BYQ-002,2024-07-22 06:00:00,49.1,52.1
500KV-BYQ-003,2024-07-22 06:00:00,50.2,51.9
500KV-BYQ-001,2024-07-22 07:00:00,54.2,56.8
500KV-BYQ-002,2024-07-22 07:00:00,62.9,65.6
500KV-BYQ-003,2024-07-22 07:00:00,52.7,55.6
500KV-BYQ-001,2024-07-22 08:00:00,51.7,53.4
500KV-BYQ-002,2024-07-22 08:00:00,54.7,55.7
500KV-BYQ-003,2024-07-22 08:00:00,70.6,73
500KV-BYQ-001,2024-07-22 09:00:00,50.0,52.7
500KV-BYQ-002,2024-07-22 09:00:00,56.5,59.4
500KV-BYQ-003,2024-07-22 09:00:00,69.1,71.9
500KV-BYQ-001,2024-07-22 10:00:00,70.4,72.5
500KV-BYQ-002,2024-07-22 10:00:00,60.1,62.3
500KV-BYQ-003,2024-07-22 10:00:00,66.4,69.1
500KV-BYQ-001,2024-07-22 11:00:00,62.4,64.9
500KV-BYQ-002,2024-07-22 11:00:00,63.4,65.6
500KV-BYQ-003,2024-07-22 11:00:00,70.5,73
500KV-BYQ-001,2024-07-22 12:00:00,53.5,56.3
500KV-BYQ-002,2024-07-22 12:00:00,67.2,69.1
500KV-BYQ-003,2024-07-22 12:00:00,54.8,57.1
500KV-BYQ-001,2024-07-22 13:00:00,61.6,63.5
500KV-BYQ-002,2024-07-22 13:00:00,51.7,54.4
500KV-BYQ-003,2024-07-22 13:00:00,59.6,61.9
500KV-BYQ-001,2024-07-22 14:00:00,48.6,49.7
500KV-BYQ-002,2024-07-22 14:00:00,58.7,61.0
500KV-BYQ-003,2024-07-22 14:00:00,51.9,54.6
500KV-BYQ-001,2024-07-22 15:00:00,48.6,51.5
500KV-BYQ-002,2024-07-22 15:00:00,53.8,55.2
500KV-BYQ-003,2024-07-22 15:00:00,54.7,56.3
500KV-BYQ-001,2024-07-22 16:00:00,54.2,56.1
500KV-BYQ-002,2024-07-22 16:00:00,53.6,55.7
500KV-BYQ-003,2024-07-22 16:00:00,54.7,57.5
500KV-BYQ-001,2024-07-22 17:00:00,68.9,71.8
500KV-BYQ-002,2024-07-22 17:00:00,48.0,49.5
500KV-BYQ-003,2024-07-22 17:00:00,53.2,56.1
500KV-BYQ-001,2024-07-22 18:00:00,47.0,49.6
500KV-BYQ-002,2024-07-22 18:00:00,47.9,49.1
500KV-BYQ-003,2024-07-22 18:00:00,60.3,61.9
500KV-BYQ-001,2024-07-22 19:00:00,49.2,51.9
500KV-BYQ-002,2024-07-22 19:00:00,48.5,50.7
500KV-BYQ-003,2024-07-22 19:00:00,66.8,69.5
500KV-BYQ-001,2024-07-22 20:00:00,63.9,66.0
500KV-BYQ-002,2024-07-22 20:00:00,55.8,57.3
500KV-BYQ-003,2024-07-22 20:00:00,50.5,51.7
500KV-BYQ-001,2024-07-22 21:00:00,63.7,66.6
500KV-BYQ-002,2024-07-22 21:00:00,62.7,64.2
500KV-BYQ-003,2024-07-22 21:00:00,65.7,67.2
500KV-BYQ-001,2024-07-22 22:00:00,61.3,63.8
500KV-BYQ-002,2024-07-22 22:00:00,52.8,54.6
500KV-BYQ-003,2024-07-22 22:00:00,53.2,55.2
500KV-BYQ-001,2024-07-22 23:00:00,50.0,51.6
500KV-BYQ-002,2024-07-22 23:00:00,51.1,52.8
500KV-BYQ-003,2024-07-22 23:00:00,65.3,66.9
500KV-BYQ-001,2024-07-23 00:00:00,55.5,58.1
500KV-BYQ-002,2024-07-23 00:00:00,43.5,46.2
500KV-BYQ-003,2024-07-23 00:00:00,59.7,62.1
500KV-BYQ-001,2024-07-23 01:00:00,60.4,63.2
500KV-BYQ-002,2024-07-23 01:00:00,55.2,56.8
500KV-BYQ-003,2024-07-23 01:00:00,56.8,58.3
500KV-BYQ-001,2024-07-23 02:00:00,62.1,64.5
500KV-BYQ-002,2024-07-23 02:00:00,46.1,47.9
500KV-BYQ-003,2024-07-23 02:00:00,52.0,53.7
500KV-BYQ-001,2024-07-23 03:00:00,48.7,50.9
500KV-BYQ-002,2024-07-23 03:00:00,57.8,60.5
500KV-BYQ-003,2024-07-23 03:00:00,60.5,61.8
500KV-BYQ-001,2024-07-23 04:00:00,49.4,51.7
500KV-BYQ-002,2024-07-23 04:00:00,64.1,66.1
500KV-BYQ-003,2024-07-23 04:00:00,51.8,53.5
500KV-BYQ-001,2024-07-23 05:00:00,55.7,58.6
500KV-BYQ-002,2024-07-23 05:00:00,59.9,61.0
500KV-BYQ-003,2024-07-23 05:00:00,61.1,63.3
500KV-BYQ-001,2024-07-23 06:00:00,66.7,68.2
500KV-BYQ-002,2024-07-23 06:00:00,55.4,57.9
500KV-BYQ-003,2024-07-23 06:00:00,48.1,51.0
500KV-BYQ-001,2024-07-23 07:00:00,65.0,67.2
500KV-BYQ-002,2024-07-23 07:00:00,57.4,59.2
500KV-BYQ-003,2024-07-23 07:00:00,57.4,59.4
500KV-BYQ-001,2024-07-23 08:00:00,63.3,64.5
500KV-BYQ-002,2024-07-23 08:00:00,71.8,72.9
500KV-BYQ-003,2024-07-23 08:00:00,50.7,53.1
500KV-BYQ-001,2024-07-23 09:00:00,61.0,62.4
500KV-BYQ-002,2024-07-23 09:00:00,51.9,54.1
500KV-BYQ-003,2024-07-23 09:00:00,67.1,69.9
500KV-BYQ-001,2024-07-23 10:00:00,52.0,53.5
500KV-BYQ-002,2024-07-23 10:00:00,66.6,69.5
500KV-BYQ-003,2024-07-23 10:00:00,49.6,50.9
500KV-BYQ-001,2024-07-23 11:00:00,49.7,52.0
500KV-BYQ-002,2024-07-23 11:00:00,63.8,66.4
500KV-BYQ-003,2024-07-23 11:00:00,51.6,54.0
500KV-BYQ-001,2024-07-23 12:00:00,62.6,64.7
500KV-BYQ-002,2024-07-23 12:00:00,50.9,52.8
500KV-BYQ-003,2024-07-23 12:00:00,70.1,71.1
500KV-BYQ-001,2024-07-23 13:00:00,60.4,62.4
500KV-BYQ-002,2024-07-23 13:00:00,70.4,71.6
500KV-BYQ-003,2024-07-23 13:00:00,51.8,54.2
500KV-BYQ-001,2024-07-23 14:00:00,62.2,63.6
500KV-BYQ-002,2024-07-23 14:00:00,50.8,53.1
500KV-BYQ-003,2024-07-23 14:00:00,59.8,62.0
500KV-BYQ-001,2024-07-23 15:00:00,59.9,61.0
500KV-BYQ-002,2024-07-23 15:00:00,72.6,73
500KV-BYQ-003,2024-07-23 15:00:00,56.8,57.9
500KV-BYQ-001,2024-07-23 16:00:00,71.7,73
500KV-BYQ-002,2024-07-23 16:00:00,62.3,64.2
500KV-BYQ-003,2024-07-23 16:00:00,55.7,57.8
500KV-BYQ-001,2024-07-23 17:00:00,58.4,60.4
500KV-BYQ-002,2024-07-23 17:00:00,54.2,56.0
500KV-BYQ-003,2024-07-23 17:00:00,58.9,61.3
500KV-BYQ-001,2024-07-23 18:00:00,60.3,62.8
500KV-BYQ-002,2024-07-23 18:00:00,51.6,54.3
500KV-BYQ-003,2024-07-23 18:00:00,63.5,65.2
500KV-BYQ-001,2024-07-23 19:00:00,55.0,57.3
500KV-BYQ-002,2024-07-23 19:00:00,60.2,62.6
500KV-BYQ-003,2024-07-23 19:00:00,48.2,50.6
500KV-BYQ-001,2024-07-23 20:00:00,63.2,65.4
500KV-BYQ-002,2024-07-23 20:00:00,49.8,51.2
500KV-BYQ-003,2024-07-23 20:00:00,64.6,66.1
500KV-BYQ-001,2024-07-23 21:00:00,56.3,58.1
500KV-BYQ-002,2024-07-23 21:00:00,68.1,69.7
500KV-BYQ-003,2024-07-23 21:00:00,49.6,51.1
500KV-BYQ-001,2024-07-23 22:00:00,66.2,68.1
500KV-BYQ-002,2024-07-23 22:00:00,57.7,58.8
500KV-BYQ-003,2024-07-23 22:00:00,50.5,53.5
500KV-BYQ-001,2024-07-23 23:00:00,56.7,59.6
500KV-BYQ-002,2024-07-23 23:00:00,48.6,50.0
500KV-BYQ-003,2024-07-23 23:00:00,52.4,53.8
500KV-BYQ-001,2024-07-24 00:00:00,62.5,64.8
500KV-BYQ-002,2024-07-24 00:00:00,51.2,53.4
500KV-BYQ-003,2024-07-24 00:00:00,60.0,62.6
500KV-BYQ-001,2024-07-24 01:00:00,66.4,68.8
500KV-BYQ-002,2024-07-24 01:00:00,49.4,50.9
500KV-BYQ-003,2024-07-24 01:00:00,50.4,52.0
500KV-BYQ-001,2024-07-24 02:00:00,57.2,59.7
500KV-BYQ-002,2024-07-24 02:00:00,55.4,57.8
500KV-BYQ-003,2024-07-24 02:00:00,60.3,61.6
500KV-BYQ-001,2024-07-24 03:00:00,47.2,50.1
500KV-BYQ-002,2024-07-24 03:00:00,59.9,62.4
500KV-BYQ-003,2024-07-24 03:00:00,62.5,64.5
500KV-BYQ-001,2024-07-24 04:00:00,46.1,48.4
500KV-BYQ-002,2024-07-24 04:00:00,44.6,46.7
500KV-BYQ-003,2024-07-24 04:00:00,63.3,64.6
500KV-BYQ-001,2024-07-24 05:00:00,48.5,50.5
500KV-BYQ-002,2024-07-24 05:00:00,60.9,62.2
500KV-BYQ-003,2024-07-24 05:00:00,62.6,63.7
500KV-BYQ-001,2024-07-24 06:00:00,62.0,63.6
500KV-BYQ-002,2024-07-24 06:00:00,49.2,50.3
500KV-BYQ-003,2024-07-24 06:00:00,49.8,51.4
500KV-BYQ-001,2024-07-24 07:00:00,45.7,47.9
500KV-BYQ-002,2024-07-24 07:00:00,47.1,48.4
500KV-BYQ-003,2024-07-24 07:00:00,46.6,49.2
500KV-BYQ-001,2024-07-24 08:00:00,51.5,53.6
500KV-BYQ-002,2024-07-24 08:00:00,64.4,67.0
500KV-BYQ-003,2024-07-24 08:00:00,60.0,62.2
500KV-BYQ-001,2024-07-24 09:00:00,65.5,67.3
500KV-BYQ-002,2024-07-24 09:00:00,51.3,53.2
500KV-BYQ-003,2024-07-24 09:00:00,66.5,68.6
500KV-BYQ-001,2024-07-24 10:00:00,47.7,49.2
500KV-BYQ-002,2024-07-24 10:00:00,60.1,62.1
500KV-BYQ-003,2024-07-24 10:00:00,60.1,62.6
500KV-BYQ-001,2024-07-24 11:00:00,62.2,63.3
500KV-BYQ-002,2024-07-24 11:00:00,59.6,61.7
500KV-BYQ-003,2024-07-24 11:00:00,47.8,49.3
500KV-BYQ-001,2024-07-24 12:00:00,59.7,61.8
500KV-BYQ-002,2024-07-24 12:00:00,64.1,66.0
500KV-BYQ-003,2024-07-24 12:00:00,60.1,61.6
500KV-BYQ-001,2024-07-24 13:00:00,62.1,63.5
500KV-BYQ-002,2024-07-24 13:00:00,63.6,64.7
500KV-BYQ-003,2024-07-24 13:00:00,52.4,55.2
500KV-BYQ-001,2024-07-24 14:00:00,63.5,65.9
500KV-BYQ-002,2024-07-24 14:00:00,58.3,60.0
500KV-BYQ-003,2024-07-24 14:00:00,51.3,52.8
500KV-BYQ-001,2024-07-24 15:00:00,61.7,63.9
500KV-BYQ-002,2024-07-24 15:00:00,67.2,68.8
500KV-BYQ-003,2024-07-24 15:00:00,56.4,59.0
500KV-BYQ-001,2024-07-24 16:00:00,50.7,52.1
500KV-BYQ-002,2024-07-24 16:00:00,49.2,52.2
500KV-BYQ-003,2024-07-24 16:00:00,56.8,57.9
500KV-BYQ-001,2024-07-24 17:00:00,64.8,67.7
500KV-BYQ-002,2024-07-24 17:00:00,63.0,64.3
500KV-BYQ-003,2024-07-24 17:00:00,71.6,73
500KV-BYQ-001,2024-07-24 18:00:00,51.5,52.8
500KV-BYQ-002,2024-07-24 18:00:00,51.4,52.4
500KV-BYQ-003,2024-07-24 18:00:00,68.9,71.7
500KV-BYQ-001,2024-07-24 19:00:00,56.7,57.8
500KV-BYQ-002,2024-07-24 19:00:00,47.7,50.2
500KV-BYQ-003,2024-07-24 19:00:00,68.1,70.0
500KV-BYQ-001,2024-07-24 20:00:00,55.1,57.7
500KV-BYQ-002,2024-07-24 20:00:00,50.5,53.5
500KV-BYQ-003,2024-07-24 20:00:00,49.5,51.2
500KV-BYQ-001,2024-07-24 21:00:00,55.8,58.5
500KV-BYQ-002,2024-07-24 21:00:00,55.6,58.3
500KV-BYQ-003,2024-07-24 21:00:00,49.4,50.7
500KV-BYQ-001,2024-07-24 22:00:00,67.4,69.2
500KV-BYQ-002,2024-07-24 22:00:00,49.7,50.8
500KV-BYQ-003,2024-07-24 22:00:00,57.0,59.2
500KV-BYQ-001,2024-07-24 23:00:00,65.4,67.8
500KV-BYQ-002,2024-07-24 23:00:00,57.8,60.2
500KV-BYQ-003,2024-07-24 23:00:00,60.1,61.5
500KV-BYQ-001,2024-07-25 00:00:00,54.5,56.0
500KV-BYQ-002,2024-07-25 00:00:00,46.4,47.9
500KV-BYQ-003,2024-07-25 00:00:00,67.1,68.9
500KV-BYQ-001,2024-07-25 01:00:00,53.2,55.9
500KV-BYQ-002,2024-07-25 01:00:00,51.8,53.2
500KV-BYQ-003,2024-07-25 01:00:00,52.0,53.2
500KV-BYQ-001,2024-07-25 02:00:00,58.4,61.1
500KV-BYQ-002,2024-07-25 02:00:00,50.9,53.3
500KV-BYQ-003,2024-07-25 02:00:00,47.6,50.4
500KV-BYQ-001,2024-07-25 03:00:00,44.6,46.1
500KV-BYQ-002,2024-07-25 03:00:00,66.9,68.9
500KV-BYQ-003,2024-07-25 03:00:00,64.7,65.7
500KV-BYQ-001,2024-07-25 04:00:00,55.7,58.0
500KV-BYQ-002,2024-07-25 04:00:00,57.9,59.2
500KV-BYQ-003,2024-07-25 04:00:00,61.1,63.6
500KV-BYQ-001,2024-07-25 05:00:00,47.0,48.1
500KV-BYQ-002,2024-07-25 05:00:00,42.4,44.6
500KV-BYQ-003,2024-07-25 05:00:00,51.2,53.4
500KV-BYQ-001,2024-07-25 06:00:00,53.5,56.3
500KV-BYQ-002,2024-07-25 06:00:00,53.3,54.4
