变压器资产ID,相位,数据时间,氢气(μL/L),甲烷(μL/L),乙烷(μL/L),乙烯(μL/L),乙炔(μL/L),一氧化碳(μL/L),二氧化碳(μL/L),总烃(μL/L),运行状态,数据质量
500KV-1号主变压器,A相,2025-08-18 00:00:00,43.86,8.81,20.28,10.91,0.02,590.6,2676.2,40.1,注意,良好
500KV-2号主变压器,A相,2025-08-18 00:00:00,87.76,6.53,17.38,4.93,0.19,660.1,1614.5,28.09,注意,良好
500KV-3号主变压器,A相,2025-08-18 00:00:00,215.85,12.83,4.82,10.15,1.16,1168.4,2939.4,27.58,注意,差
500KV-1号主变压器,A相,2025-08-19 00:00:00,174.14,14.08,23.69,9.8,0.35,836.9,3240.5,46.81,注意,良好
500KV-2号主变压器,A相,2025-08-19 00:00:00,233.01,14.69,21.06,4.28,0.59,1172.3,1578.7,40.29,注意,良好
500KV-3号主变压器,A相,2025-08-19 00:00:00,170.45,5.24,10.47,14.73,0.05,478.7,2659.3,31.1,注意,良好
500KV-1号主变压器,A相,2025-08-20 00:00:00,164.42,6.53,6.71,14.8,0.01,866.4,3607.3,27.01,注意,良好
500KV-2号主变压器,A相,2025-08-20 00:00:00,171.39,12.93,26.4,10.11,0.47,757.0,2020.6,51.24,注意,一般
500KV-3号主变压器,A相,2025-08-20 00:00:00,37.11,6.21,21.49,16.18,0.34,770.3,3549.1,46.09,注意,一般
500KV-1号主变压器,A相,2025-08-21 00:00:00,53.64,13.63,16.09,11.3,1.1,994.4,2733.2,42.09,注意,良好
500KV-2号主变压器,A相,2025-08-21 00:00:00,167.96,7.76,23.69,3.25,1.76,887.8,2588.1,35.83,注意,良好
500KV-3号主变压器,A相,2025-08-21 00:00:00,120.22,10.39,4.61,10.67,0.01,800.9,2657.9,25.92,注意,一般
500KV-1号主变压器,A相,2025-08-22 00:00:00,242.73,12.46,15.67,1.27,0.86,1087.5,1519.1,30.32,注意,良好
500KV-2号主变压器,A相,2025-08-22 00:00:00,134.07,5.08,21.9,13.15,0.03,820.5,2087.7,39.22,注意,良好
500KV-3号主变压器,A相,2025-08-22 00:00:00,116.46,13.93,26.91,4.39,0.06,1221.9,1436.6,46.47,注意,良好
500KV-1号主变压器,A相,2025-08-23 00:00:00,168.6,8.62,25.72,4.68,0.46,629.7,2483.0,38.34,注意,一般
500KV-2号主变压器,A相,2025-08-23 00:00:00,164.3,10.33,13.56,13.18,0.31,319.4,891.3,38.29,注意,良好
500KV-3号主变压器,A相,2025-08-23 00:00:00,222.63,5.05,26.85,13.22,0.48,1250.5,2269.3,43.85,注意,良好
500KV-1号主变压器,A相,2025-08-24 00:00:00,101.3,10.11,21.15,1.07,0.04,1069.3,1493.2,30.95,注意,良好
500KV-2号主变压器,A相,2025-08-24 00:00:00,163.73,9.34,12.91,22.72,0.14,1246.3,1707.9,44.27,注意,良好
500KV-3号主变压器,A相,2025-08-24 00:00:00,193.37,12.62,7.47,2.92,0.36,801.9,1039.5,24.43,注意,良好
500KV-1号主变压器,A相,2025-08-25 00:00:00,187.69,8.51,20.58,6.23,1.37,802.2,1542.5,38.34,注意,良好
500KV-2号主变压器,A相,2025-08-25 00:00:00,29.07,12.98,5.56,12.13,0.25,309.3,2125.4,31.04,注意,良好
500KV-3号主变压器,A相,2025-08-25 00:00:00,168.66,15.15,10.77,12.65,0.59,304.4,2171.5,39.07,注意,良好
500KV-1号主变压器,A相,2025-08-26 00:00:00,37.55,12.34,33.78,1.48,0.14,733.2,1669.7,47.75,注意,良好
500KV-2号主变压器,A相,2025-08-26 00:00:00,16.79,4.21,4.05,7.91,1.07,1362.1,2666.1,16.73,注意,良好
500KV-3号主变压器,A相,2025-08-26 00:00:00,218.45,8.14,7.81,6.88,0.31,806.0,2691.6,22.81,注意,一般
500KV-1号主变压器,A相,2025-08-27 00:00:00,72.04,4.31,21.18,14.59,0.31,245.1,1862.0,40.2,注意,良好
500KV-2号主变压器,A相,2025-08-27 00:00:00,21.36,10.52,7.84,13.96,0.16,782.4,1690.6,33.68,注意,良好
500KV-3号主变压器,A相,2025-08-27 00:00:00,78.49,11.21,0.64,13.22,0.36,1065.0,3309.2,26.14,注意,良好
500KV-1号主变压器,A相,2025-08-28 00:00:00,185.25,3.39,28.82,8.98,0.8,862.3,1031.8,43.81,注意,良好
500KV-2号主变压器,A相,2025-08-28 00:00:00,108.63,10.46,3.28,8.13,0.27,1073.9,3274.1,21.67,注意,良好
500KV-3号主变压器,A相,2025-08-28 00:00:00,203.99,11.15,23.87,6.6,0.99,325.5,3584.5,42.08,注意,良好
500KV-1号主变压器,A相,2025-08-29 00:00:00,170.54,4.36,15.93,2.96,0.17,221.1,1499.6,24.33,注意,一般
500KV-2号主变压器,A相,2025-08-29 00:00:00,121.33,4.22,4.78,22.33,0.2,1437.4,2062.9,31.96,注意,差
500KV-3号主变压器,A相,2025-08-29 00:00:00,169.09,6.99,4.45,12.28,0.33,583.9,2414.3,24.35,注意,良好
500KV-1号主变压器,B相,2025-06-01 00:00:00,5.65,7.99,24.19,13.4,0.03,205.8,1334.3,43.91,注意,良好
500KV-2号主变压器,B相,2025-06-01 00:00:00,70.26,14.68,2.86,0.55,0.33,1473.3,2756.9,18.31,注意,良好
500KV-3号主变压器,B相,2025-06-01 00:00:00,174.81,4.2,2.53,11.95,0.44,968.1,2976.6,18.7,注意,良好
500KV-1号主变压器,B相,2025-06-02 00:00:00,180.97,11.83,32.34,2.81,1.05,240.9,2707.9,47.25,注意,良好
500KV-2号主变压器,B相,2025-06-02 00:00:00,71.38,14.7,10.58,9.04,0.72,657.9,2436.4,34.64,注意,良好
500KV-3号主变压器,B相,2025-06-02 00:00:00,176.69,11.79,7.43,9.66,0.42,1335.9,2775.0,29.33,注意,良好
500KV-1号主变压器,B相,2025-06-03 00:00:00,198.74,5.4,8.44,0.65,0.29,691.0,2634.9,14.86,注意,良好
500KV-2号主变压器,B相,2025-06-03 00:00:00,175.21,7.39,22.32,5.53,0.02,939.3,1521.4,36.01,注意,良好
500KV-3号主变压器,B相,2025-06-03 00:00:00,85.66,7.01,16.26,10.89,0.92,529.2,2317.9,35.32,注意,良好
500KV-1号主变压器,B相,2025-06-04 00:00:00,174.84,15.19,18.64,12.11,0.33,322.5,1558.4,44.06,注意,良好
500KV-2号主变压器,B相,2025-06-04 00:00:00,29.44,5.1,24.53,12.89,0.82,1151.0,2592.3,44.79,注意,良好
500KV-3号主变压器,B相,2025-06-04 00:00:00,159.96,4.33,33.16,16.76,0.73,1369.0,2662.6,54.15,注意,良好
500KV-1号主变压器,B相,2025-06-05 00:00:00,243.74,6.41,27.75,5.11,0.95,420.6,2469.7,40.55,注意,良好
500KV-2号主变压器,B相,2025-06-05 00:00:00,121.93,8.28,24.11,9.48,0.77,410.9,3244.9,43.89,注意,良好
500KV-3号主变压器,B相,2025-06-05 00:00:00,159.52,6.63,1.58,19.7,0.5,593.0,2019.6,28.74,注意,良好
500KV-1号主变压器,B相,2025-06-06 00:00:00,113.93,11.8,6.95,6.99,0.52,549.2,2837.0,27.48,注意,良好
500KV-2号主变压器,B相,2025-06-06 00:00:00,211.27,12.35,11.36,5.23,0.1,435.6,2884.6,29.49,注意,良好
500KV-3号主变压器,B相,2025-06-06 00:00:00,136.66,11.6,9.85,10.17,1.08,209.0,992.2,31.96,注意,良好
500KV-1号主变压器,B相,2025-06-07 00:00:00,61.29,8.16,7.31,11.97,0.42,717.9,2667.5,28.23,注意,良好
500KV-2号主变压器,B相,2025-06-07 00:00:00,61.75,10.19,20.12,16.98,0.93,297.4,1420.7,47.04,注意,良好
500KV-3号主变压器,B相,2025-06-07 00:00:00,162.81,4.47,19.35,1.64,0.68,487.8,2186.0,25.41,注意,良好
500KV-1号主变压器,B相,2025-06-08 00:00:00,125.07,3.87,10.32,12.27,0.32,1085.2,2031.4,27.28,注意,良好
500KV-2号主变压器,B相,2025-06-08 00:00:00,33.89,7.65,19.69,2.83,0.4,412.2,900.0,29.45,注意,良好
500KV-3号主变压器,B相,2025-06-08 00:00:00,242.83,10.06,15.5,13.7,0.11,1201.8,2707.9,37.53,注意,良好
500KV-1号主变压器,B相,2025-06-09 00:00:00,174.0,13.69,14.07,5.84,0.34,825.9,2118.3,33.72,注意,良好
500KV-2号主变压器,B相,2025-06-09 00:00:00,96.4,6.16,4.23,5.61,0.37,1374.4,1260.4,16.09,注意,差
500KV-3号主变压器,B相,2025-06-09 00:00:00,236.43,10.38,5.21,0.93,0.13,1415.3,1915.0,17.44,注意,良好
500KV-1号主变压器,B相,2025-06-10 00:00:00,104.04,5.55,11.7,4.99,0.15,261.9,1359.9,22.41,注意,良好
500KV-2号主变压器,B相,2025-06-10 00:00:00,89.49,13.88,2.89,7.32,0.05,1317.1,1872.8,24.87,注意,良好
500KV-3号主变压器,B相,2025-06-10 00:00:00,6.61,3.82,2.95,4.53,0.06,1017.4,2488.3,11.28,正常,良好
500KV-1号主变压器,B相,2025-06-11 00:00:00,173.13,9.76,7.3,4.44,0.1,911.9,1498.9,20.54,注意,良好
500KV-2号主变压器,B相,2025-06-11 00:00:00,118.57,10.23,8.03,11.48,0.09,654.0,2805.3,28.93,注意,一般
500KV-3号主变压器,B相,2025-06-11 00:00:00,143.97,11.48,1.38,12.17,0.86,487.0,2279.5,24.93,注意,良好
500KV-1号主变压器,B相,2025-06-12 00:00:00,24.86,12.43,24.35,1.48,0.2,789.8,810.0,37.0,注意,良好
500KV-2号主变压器,B相,2025-06-12 00:00:00,198.59,9.04,8.35,4.42,1.17,1003.8,2891.3,22.96,注意,良好
500KV-3号主变压器,B相,2025-06-12 00:00:00,48.39,12.86,10.18,8.78,0.13,624.1,1871.8,32.69,注意,良好
500KV-1号主变压器,B相,2025-06-13 00:00:00,208.86,5.3,23.67,7.27,0.77,378.0,3805.0,35.55,注意,良好
500KV-2号主变压器,B相,2025-06-13 00:00:00,152.89,12.98,23.36,13.13,0.16,907.7,1675.9,49.22,注意,良好
500KV-3号主变压器,B相,2025-06-13 00:00:00,127.34,4.28,27.19,1.46,0.51,273.6,1229.1,33.26,注意,良好
500KV-1号主变压器,B相,2025-06-14 00:00:00,98.23,13.73,1.04,21.51,0.97,441.3,3573.0,37.96,注意,一般
500KV-2号主变压器,B相,2025-06-14 00:00:00,64.41,14.45,10.52,0.72,1.02,777.0,1042.2,27.74,注意,良好
500KV-3号主变压器,B相,2025-06-14 00:00:00,162.97,11.78,20.99,4.86,0.45,1379.9,1501.8,37.04,注意,良好
500KV-1号主变压器,B相,2025-06-15 00:00:00,193.35,11.82,21.29,3.58,0.92,496.1,1747.8,37.53,注意,良好
500KV-2号主变压器,B相,2025-06-15 00:00:00,178.27,11.88,18.6,0.57,0.82,375.9,3098.0,33.4,注意,良好
500KV-3号主变压器,B相,2025-06-15 00:00:00,74.64,5.97,18.81,16.91,0.64,576.9,1445.9,42.24,注意,良好
500KV-1号主变压器,B相,2025-06-16 00:00:00,111.6,4.04,20.09,7.94,0.63,731.6,1802.9,34.3,注意,良好
500KV-2号主变压器,B相,2025-06-16 00:00:00,28.02,3.98,20.95,0.77,1.17,1217.8,1792.8,27.12,注意,良好
500KV-3号主变压器,B相,2025-06-16 00:00:00,78.18,10.63,24.99,10.97,0.57,1444.4,2871.6,46.09,注意,良好
500KV-1号主变压器,B相,2025-06-17 00:00:00,183.69,11.42,29.66,3.73,0.06,849.7,1584.4,44.49,注意,良好
500KV-2号主变压器,B相,2025-06-17 00:00:00,161.99,10.64,4.16,6.89,0.44,213.4,952.9,23.22,注意,良好
500KV-3号主变压器,B相,2025-06-17 00:00:00,103.31,13.92,18.2,20.41,0.12,1252.6,1062.7,54.01,注意,一般
500KV-1号主变压器,B相,2025-06-18 00:00:00,135.13,6.84,10.83,13.97,0.65,284.0,1581.8,31.53,注意,良好
500KV-2号主变压器,B相,2025-06-18 00:00:00,165.74,3.13,25.73,3.87,1.04,1237.3,2118.5,35.06,注意,一般
500KV-3号主变压器,B相,2025-06-18 00:00:00,167.49,4.11,24.28,3.81,0.52,378.4,2942.5,31.91,注意,良好
500KV-1号主变压器,B相,2025-06-19 00:00:00,176.27,9.82,8.28,6.24,0.32,869.3,2760.5,25.71,注意,良好
500KV-2号主变压器,B相,2025-06-19 00:00:00,93.88,10.32,1.79,0.31,0.74,1209.7,2324.3,12.85,注意,良好
500KV-3号主变压器,B相,2025-06-19 00:00:00,174.04,3.68,9.21,5.88,0.73,877.0,2310.9,19.47,注意,良好
500KV-1号主变压器,B相,2025-06-20 00:00:00,45.54,9.43,10.37,14.77,0.29,585.8,3179.7,33.71,注意,良好
500KV-2号主变压器,B相,2025-06-20 00:00:00,65.82,14.85,24.28,0.63,0.7,399.4,1642.5,41.52,注意,良好
500KV-3号主变压器,B相,2025-06-20 00:00:00,6.68,5.99,22.62,9.01,0.21,794.0,2217.1,38.55,注意,一般
500KV-1号主变压器,B相,2025-06-21 00:00:00,126.14,5.36,29.23,3.05,1.14,1068.8,1456.3,38.87,注意,良好
500KV-2号主变压器,B相,2025-06-21 00:00:00,39.45,13.08,15.27,1.06,0.98,987.8,1733.1,31.35,注意,良好
500KV-3号主变压器,B相,2025-06-21 00:00:00,237.34,5.34,22.01,16.01,0.22,359.3,3501.1,42.93,注意,良好
500KV-1号主变压器,B相,2025-06-22 00:00:00,97.38,11.26,11.38,12.23,1.21,794.6,3294.1,34.5,注意,良好
500KV-2号主变压器,B相,2025-06-22 00:00:00,151.96,8.6,30.0,10.64,0.62,601.3,2457.5,49.41,注意,良好
500KV-3号主变压器,B相,2025-06-22 00:00:00,135.54,11.04,10.67,10.16,0.06,1190.4,940.1,30.74,注意,良好
500KV-1号主变压器,B相,2025-06-23 00:00:00,237.13,11.47,12.49,6.12,0.32,733.9,1585.2,29.47,注意,良好
500KV-2号主变压器,B相,2025-06-23 00:00:00,207.92,11.11,15.11,15.51,0.05,667.4,2040.9,40.92,注意,一般
500KV-3号主变压器,B相,2025-06-23 00:00:00,42.85,3.65,24.46,12.44,0.95,556.1,2081.4,40.32,注意,良好
500KV-1号主变压器,B相,2025-06-24 00:00:00,89.14,5.96,9.93,19.65,0.01,592.3,1429.9,33.86,注意,良好
500KV-2号主变压器,B相,2025-06-24 00:00:00,183.92,3.54,8.23,6.32,0.34,412.7,2607.8,19.28,注意,良好
500KV-3号主变压器,B相,2025-06-24 00:00:00,76.34,14.97,33.07,16.52,1.05,251.0,3207.4,65.73,注意,良好
500KV-1号主变压器,B相,2025-06-25 00:00:00,105.2,7.11,9.1,23.6,0.02,247.8,1429.9,39.85,注意,良好
500KV-2号主变压器,B相,2025-06-25 00:00:00,32.53,13.4,13.67,13.52,0.26,972.5,3545.0,40.77,注意,良好
500KV-3号主变压器,B相,2025-06-25 00:00:00,68.27,13.13,13.06,5.87,0.06,687.3,2205.4,31.52,注意,良好
500KV-1号主变压器,B相,2025-06-26 00:00:00,112.71,3.55,0.83,0.5,0.98,1049.2,2337.3,5.72,注意,差
500KV-2号主变压器,B相,2025-06-26 00:00:00,96.72,9.9,21.62,10.8,0.63,1090.9,2396.5,45.03,注意,良好
500KV-3号主变压器,B相,2025-06-26 00:00:00,133.6,11.95,10.78,12.46,0.98,844.7,1901.4,36.71,注意,差
500KV-1号主变压器,B相,2025-06-27 00:00:00,198.1,4.17,28.57,6.53,0.2,1342.8,3253.8,38.97,注意,良好
500KV-2号主变压器,B相,2025-06-27 00:00:00,124.19,13.26,24.71,4.27,0.59,919.3,3064.2,43.21,注意,良好
500KV-3号主变压器,B相,2025-06-27 00:00:00,152.62,9.77,28.35,6.44,0.05,1153.0,2789.0,46.13,注意,良好
500KV-1号主变压器,B相,2025-06-28 00:00:00,18.43,13.2,21.46,5.24,0.13,807.3,3031.9,39.63,注意,良好
500KV-2号主变压器,B相,2025-06-28 00:00:00,228.55,12.2,14.21,13.07,0.35,1153.2,932.5,39.51,注意,良好
500KV-3号主变压器,B相,2025-06-28 00:00:00,240.9,15.1,20.73,16.39,0.45,725.4,2867.5,51.61,注意,良好
500KV-1号主变压器,B相,2025-06-29 00:00:00,173.77,5.03,2.1,15.14,0.06,551.9,1547.7,23.25,注意,良好
500KV-2号主变压器,B相,2025-06-29 00:00:00,60.45,7.84,30.13,10.45,0.17,822.3,1612.5,50.31,注意,良好
500KV-3号主变压器,B相,2025-06-29 00:00:00,15.78,4.23,3.55,13.12,0.23,325.8,2536.3,21.85,注意,一般
500KV-1号主变压器,B相,2025-06-30 00:00:00,227.57,7.25,8.64,14.25,0.29,1507.4,1251.2,30.19,注意,良好
500KV-2号主变压器,B相,2025-06-30 00:00:00,135.27,9.52,18.23,7.33,0.47,505.3,1380.8,34.19,注意,良好
500KV-3号主变压器,B相,2025-06-30 00:00:00,155.73,11.38,24.83,5.89,0.06,1188.4,1645.5,41.9,注意,良好
500KV-1号主变压器,B相,2025-07-01 00:00:00,212.66,10.48,13.07,4.06,0.45,606.2,2152.1,28.33,注意,良好
500KV-2号主变压器,B相,2025-07-01 00:00:00,234.7,5.5,7.78,3.82,0.44,1337.2,2844.2,16.71,注意,良好
500KV-3号主变压器,B相,2025-07-01 00:00:00,214.14,11.26,6.24,13.49,0.54,1279.5,876.1,32.68,注意,一般
500KV-1号主变压器,B相,2025-07-02 00:00:00,182.55,10.65,7.51,9.59,0.99,478.5,2934.5,29.0,注意,良好
500KV-2号主变压器,B相,2025-07-02 00:00:00,180.86,14.16,7.83,8.85,0.02,1214.1,2790.5,30.97,注意,良好
500KV-3号主变压器,B相,2025-07-02 00:00:00,128.92,12.29,21.28,14.19,0.2,896.6,3727.7,47.77,注意,良好
500KV-1号主变压器,B相,2025-07-03 00:00:00,8.61,12.15,22.37,11.41,0.45,844.3,2183.4,46.88,注意,良好
500KV-2号主变压器,B相,2025-07-03 00:00:00,15.19,9.18,23.28,4.02,0.33,1090.7,2895.6,38.62,注意,良好
500KV-3号主变压器,B相,2025-07-03 00:00:00,223.08,6.15,21.0,8.02,0.39,1202.1,1641.6,35.99,注意,良好
500KV-1号主变压器,B相,2025-07-04 00:00:00,151.2,10.34,11.51,6.29,0.11,1194.1,970.4,28.04,注意,良好
500KV-2号主变压器,B相,2025-07-04 00:00:00,189.0,5.39,14.25,10.3,1.2,562.3,2915.4,29.64,注意,差
500KV-3号主变压器,B相,2025-07-04 00:00:00,165.17,5.53,26.58,11.04,0.07,638.7,1224.5,42.21,注意,良好
500KV-1号主变压器,B相,2025-07-05 00:00:00,239.48,3.05,12.84,8.2,0.72,1331.2,2481.0,23.63,注意,良好
500KV-2号主变压器,B相,2025-07-05 00:00:00,59.64,9.15,4.13,13.3,0.41,225.2,2217.3,26.37,注意,良好
500KV-3号主变压器,B相,2025-07-05 00:00:00,60.61,12.0,22.62,9.13,0.59,1143.5,1330.2,44.58,注意,一般
500KV-1号主变压器,B相,2025-07-06 00:00:00,118.78,3.67,1.86,15.52,0.38,793.8,1474.3,20.51,注意,良好
500KV-2号主变压器,B相,2025-07-06 00:00:00,116.39,10.91,30.32,13.35,0.01,214.2,1744.9,56.9,注意,良好
500KV-3号主变压器,B相,2025-07-06 00:00:00,213.86,14.22,9.31,10.99,0.4,1070.0,1556.9,35.89,注意,良好
500KV-1号主变压器,B相,2025-07-07 00:00:00,97.34,3.56,35.75,5.57,0.8,1386.0,1410.0,43.89,注意,良好
500KV-2号主变压器,B相,2025-07-07 00:00:00,27.05,8.43,25.07,5.93,0.53,1104.0,2720.7,39.09,注意,良好
500KV-3号主变压器,B相,2025-07-07 00:00:00,220.98,9.9,23.22,10.65,0.3,365.8,3253.3,45.94,注意,良好
500KV-1号主变压器,B相,2025-07-08 00:00:00,85.12,3.46,22.53,8.03,0.53,792.2,2398.0,33.52,注意,良好
500KV-2号主变压器,B相,2025-07-08 00:00:00,119.71,13.7,27.3,12.96,0.37,202.2,2251.5,52.42,注意,良好
500KV-3号主变压器,B相,2025-07-08 00:00:00,154.03,11.12,15.86,18.22,0.78,330.0,2256.7,46.58,注意,良好
500KV-1号主变压器,B相,2025-07-09 00:00:00,186.2,13.12,24.41,8.44,0.32,516.3,1303.4,45.46,注意,良好
500KV-2号主变压器,B相,2025-07-09 00:00:00,113.35,11.86,23.14,5.66,0.76,498.1,1896.9,40.1,注意,良好
500KV-3号主变压器,B相,2025-07-09 00:00:00,223.35,4.44,23.59,4.15,0.27,861.1,1274.6,30.89,注意,良好
500KV-1号主变压器,B相,2025-07-10 00:00:00,12.15,9.71,1.19,16.66,0.07,594.5,1663.7,28.66,注意,良好
500KV-2号主变压器,B相,2025-07-10 00:00:00,231.85,11.66,11.52,3.0,0.06,712.6,1843.1,26.86,注意,良好
500KV-3号主变压器,B相,2025-07-10 00:00:00,50.29,13.16,24.16,9.53,0.21,305.9,2616.4,46.63,注意,良好
500KV-1号主变压器,B相,2025-07-11 00:00:00,64.05,3.81,18.55,2.32,0.12,928.5,3258.0,25.68,注意,一般
500KV-2号主变压器,B相,2025-07-11 00:00:00,61.02,8.22,11.92,3.12,0.08,285.5,1973.9,22.89,注意,一般
500KV-3号主变压器,B相,2025-07-11 00:00:00,219.86,12.93,1.67,13.41,0.25,832.6,3525.4,27.58,注意,良好
500KV-1号主变压器,B相,2025-07-12 00:00:00,129.55,4.45,35.56,2.74,0.73,1303.1,3187.0,45.27,注意,一般
500KV-2号主变压器,B相,2025-07-12 00:00:00,227.25,6.35,30.2,5.39,0.12,896.4,2407.8,43.24,注意,一般
500KV-3号主变压器,B相,2025-07-12 00:00:00,80.96,6.68,10.68,5.57,0.62,1287.1,2058.2,22.63,注意,良好
500KV-1号主变压器,B相,2025-07-13 00:00:00,162.29,12.78,10.96,7.6,0.45,727.6,3024.4,31.68,注意,良好
500KV-2号主变压器,B相,2025-07-13 00:00:00,180.35,9.43,18.05,12.69,1.05,715.0,1842.9,42.75,注意,良好
500KV-3号主变压器,B相,2025-07-13 00:00:00,102.74,4.46,14.61,8.97,0.13,1198.7,3058.8,28.35,注意,良好
500KV-1号主变压器,B相,2025-07-14 00:00:00,119.7,13.29,19.35,13.22,0.74,763.5,3566.9,47.4,注意,良好
500KV-2号主变压器,B相,2025-07-14 00:00:00,16.58,5.98,9.23,8.87,0.1,819.2,3071.9,24.02,注意,良好
500KV-3号主变压器,B相,2025-07-14 00:00:00,175.98,3.25,28.88,5.26,1.42,1232.3,1747.6,37.26,注意,良好
500KV-1号主变压器,B相,2025-07-15 00:00:00,218.8,3.97,23.36,5.09,0.3,493.4,1255.9,31.71,注意,良好
500KV-2号主变压器,B相,2025-07-15 00:00:00,111.65,3.75,20.44,0.39,0.0,651.5,2589.5,23.51,注意,良好
500KV-3号主变压器,B相,2025-07-15 00:00:00,131.29,7.78,6.73,15.37,0.2,281.3,3894.2,29.19,注意,良好
500KV-1号主变压器,B相,2025-07-16 00:00:00,144.79,11.62,22.21,8.17,0.17,1027.6,2491.5,41.73,注意,良好
500KV-2号主变压器,B相,2025-07-16 00:00:00,108.63,11.57,14.47,10.34,0.06,429.8,1363.4,35.08,注意,良好
500KV-3号主变压器,B相,2025-07-16 00:00:00,41.61,3.98,7.24,8.7,0.8,1316.9,2652.2,20.59,注意,良好
500KV-1号主变压器,B相,2025-07-17 00:00:00,199.37,5.98,28.89,13.16,0.17,318.9,3467.0,48.28,注意,良好
500KV-2号主变压器,B相,2025-07-17 00:00:00,160.33,7.65,12.86,1.04,0.07,764.1,805.9,22.13,注意,良好
500KV-3号主变压器,B相,2025-07-17 00:00:00,228.36,9.08,33.47,5.52,0.79,1162.0,2432.7,46.6,注意,良好
500KV-1号主变压器,B相,2025-07-18 00:00:00,175.82,11.64,1.71,4.16,0.86,375.3,2951.8,18.22,注意,良好
500KV-2号主变压器,B相,2025-07-18 00:00:00,61.67,13.71,5.67,5.58,0.28,596.6,1055.4,25.92,注意,良好
500KV-3号主变压器,B相,2025-07-18 00:00:00,252.75,9.97,21.69,14.51,0.65,375.7,3024.5,46.67,注意,良好
500KV-1号主变压器,B相,2025-07-19 00:00:00,214.5,9.34,19.81,8.68,1.01,462.8,2137.9,39.75,注意,良好
500KV-2号主变压器,B相,2025-07-19 00:00:00,57.04,10.6,23.44,23.24,0.23,538.3,1522.7,54.8,注意,一般
500KV-3号主变压器,B相,2025-07-19 00:00:00,5.75,4.67,1.09,11.33,0.22,286.0,3041.4,17.73,正常,良好
500KV-1号主变压器,B相,2025-07-20 00:00:00,117.31,12.51,13.31,18.77,1.37,1220.1,929.5,46.77,注意,一般
500KV-2号主变压器,B相,2025-07-20 00:00:00,58.12,6.0,15.37,8.97,0.69,253.7,2800.6,30.3,注意,良好
500KV-3号主变压器,B相,2025-07-20 00:00:00,22.07,9.2,22.83,13.89,0.82,360.9,2520.8,45.51,注意,良好
500KV-1号主变压器,B相,2025-07-21 00:00:00,23.11,8.24,27.09,11.76,0.29,1243.3,1229.7,47.06,注意,良好
500KV-2号主变压器,B相,2025-07-21 00:00:00,179.7,14.87,29.23,3.31,0.7,1185.5,2037.3,49.96,注意,良好
500KV-3号主变压器,B相,2025-07-21 00:00:00,43.2,9.38,4.35,11.92,0.26,1096.6,1574.6,26.84,注意,良好
500KV-1号主变压器,B相,2025-07-22 00:00:00,24.77,15.36,17.9,8.82,0.27,974.3,2923.2,43.64,注意,一般
500KV-2号主变压器,B相,2025-07-22 00:00:00,224.41,6.21,32.19,8.04,0.91,1452.4,1866.7,47.4,注意,良好
500KV-3号主变压器,B相,2025-07-22 00:00:00,22.79,4.17,14.71,4.65,0.1,973.9,967.3,23.98,注意,良好
500KV-1号主变压器,B相,2025-07-23 00:00:00,233.77,6.33,9.0,0.54,0.36,392.9,2585.0,15.75,注意,良好
500KV-2号主变压器,B相,2025-07-23 00:00:00,131.81,10.28,16.45,8.56,0.11,1181.8,3641.7,34.24,注意,差
500KV-3号主变压器,B相,2025-07-23 00:00:00,160.76,14.33,16.52,14.05,0.88,357.9,3124.9,43.86,注意,差
500KV-1号主变压器,B相,2025-07-24 00:00:00,105.33,7.7,9.46,18.59,0.13,1164.7,2039.0,36.49,注意,良好
500KV-2号主变压器,B相,2025-07-24 00:00:00,224.63,15.25,10.77,2.32,0.08,223.5,2053.5,28.17,注意,良好
500KV-3号主变压器,B相,2025-07-24 00:00:00,26.85,4.27,13.13,17.86,0.42,1173.8,3909.3,37.29,注意,良好
500KV-1号主变压器,B相,2025-07-25 00:00:00,31.24,6.6,36.37,2.17,0.27,395.2,1367.7,44.99,注意,良好
500KV-2号主变压器,B相,2025-07-25 00:00:00,94.15,12.27,2.39,8.59,0.16,260.6,2370.3,22.88,注意,良好
500KV-3号主变压器,B相,2025-07-25 00:00:00,137.04,7.12,25.73,3.02,0.36,1358.0,3172.1,35.76,注意,一般
500KV-1号主变压器,B相,2025-07-26 00:00:00,146.79,14.73,2.42,16.83,0.01,973.4,2660.3,34.13,注意,良好
500KV-2号主变压器,B相,2025-07-26 00:00:00,141.17,12.99,2.73,13.08,0.46,1070.1,2917.8,30.0,注意,差
500KV-3号主变压器,B相,2025-07-26 00:00:00,140.34,9.22,15.09,6.98,0.21,383.6,2102.5,30.5,注意,良好
500KV-1号主变压器,B相,2025-07-27 00:00:00,118.06,13.48,28.85,18.48,0.47,824.8,1886.7,63.77,注意,良好
500KV-2号主变压器,B相,2025-07-27 00:00:00,65.75,9.68,23.68,13.33,0.47,404.3,1237.3,47.14,注意,良好
500KV-3号主变压器,B相,2025-07-27 00:00:00,125.91,12.67,31.86,14.99,0.42,911.5,908.0,61.76,注意,良好
500KV-1号主变压器,B相,2025-07-28 00:00:00,81.12,12.7,11.9,16.75,0.97,481.9,771.4,42.57,注意,良好
500KV-2号主变压器,B相,2025-07-28 00:00:00,255.92,10.52,11.36,14.88,0.46,752.1,3640.1,38.12,注意,良好
